"SamplingEvent_id","year","month","day","Longitude","Latitude"
"S19477821",2014,7,8,-99.7363052,53.0703964
"S19477822",2014,7,8,-99.7354584,53.0730629
"S19477797",2014,7,4,-98.984848,53.7912178
"S19477823",2014,7,8,-99.7328339,53.0752831
"S19477825",2014,7,8,-99.7443848,53.0697365
"S19477826",2014,7,9,-101.5442276,53.2235832
"S19477828",2014,7,9,-101.5443649,53.2291985
"S19477829",2014,7,9,-101.5312882,53.232254
"S19477830",2014,7,9,-101.5405273,53.2324715
"S19477831",2014,7,9,-101.5356522,53.2321014
"S19477833",2014,7,9,-101.5267487,53.233017
"S19477771",2014,7,9,-101.536293,53.22369
"S19477772",2014,7,10,-101.5419464,53.0437775
"S19477834",2014,7,9,-101.5221939,53.2323761
"S19477836",2014,7,9,-101.5227585,53.2268639
"S19477775",2014,7,10,-101.5554047,53.0442085
"S19477837",2014,7,9,-101.522789,53.224102
"S19477838",2014,7,9,-101.5274353,53.2243996
"S19477862",2014,7,12,-99.7914047,53.0869713
"S19477839",2014,7,9,-101.5319901,53.224678
"S19477779",2014,7,10,-101.5680161,53.0468864
"S19477780",2014,7,10,-101.5680313,53.0496483
"S19477781",2014,7,10,-101.5638733,53.0484428
